Stability,Pattern ID,Total Area,Recommended X,Recommended Y,Ave. Membership,Area of Patch it Belongs to,No. of Patches in The Pattern,Max Area,Min Area,Actual X,Actual Y,Soil Type
5,11,1077,1801145.000000,5504415.000000,0.967435,197.000000,105,197.000000,1.000000
5,11,1077,1801525.000000,5503605.000000,0.965563,1.000000,105,197.000000,1.000000
5,11,1077,1801155.000000,5504495.000000,0.964127,197.000000,105,197.000000,1.000000
5,1,281,1800895.000000,5504405.000000,0.943306,6.000000,29,195.000000,1.000000
5,1,281,1800695.000000,5503965.000000,0.936962,36.000000,29,195.000000,1.000000
5,1,281,1801305.000000,5504435.000000,0.929528,195.000000,29,195.000000,1.000000
5,2,127,1801545.000000,5503625.000000,0.839012,1.000000,102,4.000000,1.000000
5,2,127,1800965.000000,5503575.000000,0.837554,1.000000,102,4.000000,1.000000
5,2,127,1801065.000000,5503415.000000,0.837107,2.000000,102,4.000000,1.000000
5,3,102,1800725.000000,5503475.000000,0.835361,1.000000,82,3.000000,1.000000
5,3,102,1801345.000000,5503215.000000,0.833727,1.000000,82,3.000000,1.000000
5,3,102,1800835.000000,5503585.000000,0.832984,1.000000,82,3.000000,1.000000
5,4,71,1801575.000000,5504415.000000,0.822606,2.000000,65,3.000000,1.000000
5,4,71,1800835.000000,5504195.000000,0.811585,1.000000,65,3.000000,1.000000
5,4,71,1801315.000000,5504625.000000,0.809888,1.000000,65,3.000000,1.000000
5,7,52,1801585.000000,5503395.000000,0.822434,2.000000,46,3.000000,1.000000
5,7,52,1801185.000000,5504455.000000,0.821532,3.000000,46,3.000000,1.000000
5,7,52,1800925.000000,5503585.000000,0.820095,2.000000,46,3.000000,1.000000
5,9,7,1800715.000000,5503285.000000,0.802012,1.000000,7,1.000000,1.000000
5,9,7,1801155.000000,5503285.000000,0.781484,1.000000,7,1.000000,1.000000
5,9,7,1800675.000000,5503415.000000,0.777946,1.000000,7,1.000000,1.000000
4,12,116,1801315.000000,5504525.000000,0.801740,1.000000,96,5.000000,1.000000
4,12,116,1801315.000000,5503265.000000,0.800008,1.000000,96,5.000000,1.000000
4,12,116,1800835.000000,5503885.000000,0.796809,5.000000,96,5.000000,1.000000
4,10,37,1800715.000000,5503505.000000,0.802336,2.000000,36,2.000000,1.000000
4,10,37,1801425.000000,5503255.000000,0.800857,1.000000,36,2.000000,1.000000
4,10,37,1800915.000000,5503595.000000,0.797974,1.000000,36,2.000000,1.000000
4,13,31,1801585.000000,5504365.000000,0.832685,1.000000,27,3.000000,1.000000
4,13,31,1800965.000000,5504115.000000,0.810474,1.000000,27,3.000000,1.000000
4,13,31,1800845.000000,5504285.000000,0.801717,3.000000,27,3.000000,1.000000
4,8,26,1800995.000000,5503665.000000,0.800978,1.000000,24,2.000000,1.000000
4,8,26,1801435.000000,5504005.000000,0.796215,1.000000,24,2.000000,1.000000
4,8,26,1800665.000000,5503625.000000,0.789209,1.000000,24,2.000000,1.000000
4,15,24,1800755.000000,5503225.000000,0.782312,1.000000,20,3.000000,1.000000
4,15,24,1800685.000000,5503315.000000,0.773219,1.000000,20,3.000000,1.000000
4,15,24,1801585.000000,5504265.000000,0.773040,1.000000,20,3.000000,1.000000
4,5,18,1801465.000000,5504455.000000,0.812486,1.000000,15,2.000000,1.000000
4,5,18,1801485.000000,5504405.000000,0.812450,1.000000,15,2.000000,1.000000
4,5,18,1800755.000000,5504305.000000,0.809375,1.000000,15,2.000000,1.000000
4,6,3,1801285.000000,5503525.000000,0.713491,1.000000,3,1.000000,1.000000
4,6,3,1801155.000000,5503265.000000,0.686390,1.000000,3,1.000000,1.000000
4,6,3,1800655.000000,5503635.000000,0.683866,1.000000,3,1.000000,1.000000
4,14,1,1800925.000000,5504285.000000,0.748181,1.000000,1,1.000000,1.000000
4,16,1,1801205.000000,5503695.000000,0.714192,1.000000,1,1.000000,1.000000
3,17,6,1801375.000000,5503225.000000,0.709826,1.000000,6,1.000000,1.000000
3,17,6,1800855.000000,5503805.000000,0.705478,1.000000,6,1.000000,1.000000
3,17,6,1801495.000000,5503555.000000,0.699340,1.000000,6,1.000000,1.000000
3,18,1,1800655.000000,5503425.000000,0.641708,1.000000,1,1.000000,1.000000
